column_id,table_name,column_name,semantic_type
2560027,offices,officecode,Identifier
2560030,offices,addressline1,FullText
2560443,user,password,Test
2560440,user,name,Name
2560442,user,username,Name
2560451,task,title,FullText
2560452,task,creation_date,DateTime
2560441,user,email,Contact
2560448,project,last_updated,DateTime
2560447,project,creation_date,DateTime
2560446,project,title,Name
2560619,user_data,last_name,Name
2560622,user_data,cookie,Identifier
2560644,employees,auth_tan,Identifier
2560650,challenge_users,password,FullText
2560607,jwt_keys,id,Identifier
2560641,employees,last_name,Name
2560628,user_system_data,user_name,Name
2560640,employees,first_name,Name
2560624,sql_challenge_users,userid,Name
2560626,sql_challenge_users,password,FullText
2560639,employees,userid,Numeric
2560635,servers,ip,Identifier
2560620,user_data,cc_number,Identifier
2560634,servers,hostname,Name
2560648,challenge_users,userid,Identifier
2560642,employees,department,Category
2560608,jwt_keys,key,Identifier
2560629,user_system_data,password,Password
2560618,user_data,first_name,Name
2560621,user_data,cc_type,Category
2566573,users,user_id,Identifier
2566590,projections,user_id,Identifier
2566575,users,last_name,Name
2566574,users,first_name,Name
2566585,peliculas,director_id,Name
2566582,peliculas,title,FullText
2566583,peliculas,summary,FullText
2566591,projections,movie_id,Identifier
2566595,country,id,Boolean
2566594,genre,name,Category
2566919,item_types,name,Category
2566924,items,name,Name
2566936,operators,type,Category
2566916,subcompanies,name,Name
2566937,operators,name,Name
2566938,operators,pwd,Identifier
2567159,tag,tagdescription,FullText
2567096,articles,summary,FullText
2567146,category,categorydescription,Category
2567098,articles,cover,URL
2567074,articlebody,content,FullText
2567099,articles,articlestatus,Category
2567095,articles,title,FullText
2567452,server_config,config,Category
2567453,server_config,value,Numeric
2567490,rekening,rekeninghouder,Name
2567482,totaaltellingen,telling_omschrijving,FullText
2567489,rekening,rekeningnummer,Identifier
2567986,group_authorities,authority,Category
2567931,t_test,name,Test
2567926,person,name,Name
2567988,group_members,username,Name
2567950,contacts,contact_name,Name
2567919,users,password,Identifier
2567930,user,name,Name
2567918,users,username,Name
2567984,groups,group_name,Name
2567951,contacts,email,Contact
2568048,ir_model_data,name,Name
2568062,res_partner,name,Name
2568049,ir_model_data,module,Category
2568050,ir_model_data,model,Category
2567998,res_users,login,Name
2568271,second_table,name,Name
2568274,first_table,name,Name
2570811,user,login,Name
2570792,city,name_uk,Location
2570791,city,name,Location
2570813,user,first_name,Name
2570815,user,password,Identifier
2570802,role,role_name,Category
2570812,user,last_name,Name
2570814,user,email,Contact
2570833,countries,country_id,Identifier
2570834,countries,country_name,Name
2570832,regions,region_name,Location
2573387,mahasiswa,telepon,Contact
2573368,dosen,alamat,Location
2573366,dosen,nama,Name
2573382,mahasiswa,nim,Identifier
2573385,mahasiswa,alamat,Location
2573381,kota,nama_kota,Name
2573390,matkul,nama,FullText
2573388,mahasiswa,email,Contact
2573394,provinsi,nama_provinsi,Name
2573370,dosen,telepon,Contact
2573389,matkul,id_matkul,Identifier
2573371,dosen,email,Contact
2573383,mahasiswa,nama,Name
2573520,m_permission,grouping,Category
2573922,stretchy_report,report_name,Name
2573522,m_permission,entity_name,Name
2574783,job,display_name,Name
2574096,mix_xbrl_namespace,url,URL
2573476,r_enum_value,enum_name,Name
2573478,r_enum_value,enum_message_property,FullText
2573923,stretchy_report,report_type,Category
2573523,m_permission,action_name,Category
2574095,mix_xbrl_namespace,prefix,Category
2573480,x_registered_table,registered_table_name,FullText
2573481,x_registered_table,application_table_name,Identifier
2574983,park,inspirationalquotesource,Name
2574998,project,name,Name
2575029,products,description,FullText
2575023,forum_post,username,Name
2575024,forum_post,subject,FullText
2574953,reviews,review_text,FullText
2574987,weather,parkcode,Identifier
2574952,reviews,review_title,FullText
2574984,park,parkdescription,FullText
2574950,reviews,username,Name
2574991,weather,forecast,Category
2574944,question,question_text,FullText
2574972,park,parkcode,Identifier
2574973,park,parkname,Name
2574979,park,climate,Category
2574974,park,state,Category
2575025,forum_post,message,FullText
2575028,products,name,Name
2575031,products,image_name,Identifier
2574982,park,inspirationalquote,FullText
2576218,guest,email,Contact
2576217,guest,name,Name
2576242,category,name,Category
2576245,movie,name,Name
2577151,hostels,rector,Name
2577118,notifications,linkpath,URL
2577139,users,userid,Identifier
2577152,hostels,deletestatus,Boolean
2577120,notifications,deletestatus,Boolean
2577143,hostels,name,Name
2577138,users,role,Category
2577119,notifications,linkstatus,Boolean
2577165,vehicleentry,drivername,Name
2577141,users,deletestatus,Boolean
2577163,vehicleentry,vehicletype,Category
2577115,notifications,ndetails,FullText
2577164,vehicleentry,vehiclenumber,Identifier
2577140,users,password,Contact
2577226,outpass,userid,Identifier
2577144,hostels,gender,Category
2577169,vehicleentry,outtime,DateTime
2577168,vehicleentry,intime,DateTime
2577166,vehicleentry,drivermobilenumber,Contact
2577350,ticketsale_group,groupidentifier,Identifier
2577359,ticketsale_user,passwordhash,Identifier
2577358,ticketsale_user,username,Name
2577622,store,locale,Location
2577626,book,author,Name
2577624,book,book_name,FullText
2577668,user_card,first_name,Name
2577667,user_card,last_name,Name
2577853,t_external_dataset,external_dataset_name_ckan,Category
2577852,t_external_dataset,external_dataset_name,Category
2578023,login,password,Semistructured
2578016,lignecommande,designation,FullText
2578011,client,nom,Name
2578012,client,prenom,Name
2578022,login,admin,Boolean
2578014,client,email,Contact
2578026,paiement,type,Category
2578013,client,tel,Contact
2578035,produit,designation,Category
2581369,client_user,mobile,Contact
2581356,abnormalperson,address,Location
2581414,sys_user,mobile,Contact
2581355,abnormalperson,mobile,Contact
2581367,client_user,userid,Identifier
2581383,dailyreport,userid,Identifier
2581368,client_user,username,Name
2581370,client_user,identity,Identifier
2581413,sys_user,password,Identifier
2581375,client_user,sessionkey,Identifier
2581421,usersource,userid,Numeric
2581363,client_menu,menu_url,URL
2581384,dailyreport,address,Location
2581409,sys_role,name,Name
2581354,abnormalperson,userid,Identifier
2581412,sys_user,username,Name
2581385,dailyreport,temperature,Numeric
2581362,client_menu,menu_name,Name
2581357,abnormalperson,nearestaddress,Location
2581411,sys_user,name,Name
2581376,client_user,openid,Identifier
2581422,usersource,platform,Category
2581513,person,name,Name
2581517,user,name,Name
2581518,users,last_name,Name
2581519,t_test,name,Name
2584451,`state`,code,Identifier
2583188,ese_seq,seq_key,Identifier
2583184,`pref`,name,Identifier
2584061,ese_account,acc_no,Identifier
2583790,ese_ent,name,FullText
2584062,ese_account,acc_type,Category
2584068,ese_account,profile_id,Identifier
2584452,`state`,name,Location
2583185,`pref`,val,Semistructured
2584195,farmer_id_seq,web_seq,Identifier
2585954,user,ten,Name
2585934,luatsu,matkhau,Numeric
2585956,user,matkhau,Identifier
2585932,luatsu,ten,Name
2585933,luatsu,taikhoan,Identifier
2585937,luatsu,image,URL
2585955,user,taikhoan,Identifier
2586616,post,title,FullText
2586612,user,password,Identifier
2586611,user,username,Name
2586617,post,body,FullText
2587354,team,title,Category
2587357,warrior,name,Name
2587361,weapon,type_of_weapon,Category
2587352,fraction,title,Name
2588494,doctor,doc_mobile,Contact
2588504,patient,p_insurence,Identifier
2588495,doctor,doc_specialization,Category
2588492,doctor,doc_first_name,Name
2588497,doctor,doc_address,Location
2588499,patient,p_first_name,Name
2588500,patient,p_last_name,Name
2588502,patient,p_mobile,Contact
2588493,doctor,doc_last_name,Name
2588503,patient,p_address,Location
2590803,autofill_profiles,origin,Category
2590793,autofill_profiles,guid,Identifier
2590811,autofill_profile_phones,guid,Identifier
2590849,note,body,FullText
2590797,autofill_profiles,city,Location
2590794,autofill_profiles,company_name,Name
2590795,autofill_profiles,street_address,Location
2590804,autofill_profiles,language_code,Identifier
2590806,autofill_profile_names,first_name,Name
2590808,autofill_profile_names,last_name,Name
2590801,autofill_profiles,country_code,Identifier
2590798,autofill_profiles,state,Identifier
2590805,autofill_profile_names,guid,Identifier
2590799,autofill_profiles,zipcode,Location
2590809,autofill_profile_emails,guid,Identifier
2591007,racas,descricao,FullText
2591031,modelo,descricao,FullText
2591063,tiposdehabilidades,nome,Category
2591066,habilidades,nome,Category
2591001,veterinarios,nome,Name
2591004,tipospets,descricao,FullText
2591037,clientes,nome,Name
2591051,emails,descricao,FullText
2591045,pessoas,nome,Name
2591121,city,title,Location
2591191,tag,tag,Identifier
2591277,person,username,Identifier
2591326,t_worknote,zhuti,FullText
2591344,wenzhang,neigong,FullText
2591458,employee,username,Name
2591316,t_phonebook,board_name,Name
2591502,member,loginpwd,Test
2591327,t_worknote,zuozhe,Name
2591334,tb_class,class_name,Category
2591276,person,id,Identifier
2591462,employee,loginname,Name
2591617,specialty,name,Category
2591343,wenzhang,zuozhe,Name
2591505,member,address,Location
2591318,t_phonebook,board_pcard,Identifier
2591501,member,loginname,Name
2591460,employee,sex,Category
2591322,t_studynote,neirong,FullText
2591317,t_phonebook,board_master,Test
2591278,person,password,Test
2591320,t_studynote,zhuti,Category
2591338,user,password,Test
2591503,member,membername,Name
2591337,user,username,Name
2591510,member,email,Contact
2591504,member,phone,Contact
2591459,employee,password,FullText
2591321,t_studynote,zuozhe,Identifier
2591506,member,zip,Location
2591335,tb_class,class_intro,FullText
2591342,wenzhang,zhuti,FullText
2591328,t_worknote,neigong,FullText
2591309,bbs_article,bbs_user,Identifier
2591311,bbs_article,bbs_content,FullText
2591310,bbs_article,bbs_title,FullText
2591463,employee,department,Category
2591331,t_xinqing,neirong,FullText
2591647,funcionarios,funcionario_sobrenome,Name
2591626,tb_categoria,modo,Category
2591632,tb_produto,nome_produto,Name
2591648,funcionarios,funcionario_idade,Numeric
2591634,tb_produto,data_producao,DateTime
2591646,funcionarios,funcionario_nome,Name
2591636,tb_produto,codigo_produto,Identifier
2591635,tb_produto,validade_produto,DateTime
2591652,enderecos_funcionarios,funcionario_endereco,Location
2592189,sys_dict,dict_code,Category
2591915,jeecg_order_ticket,order_id,Identifier
2591894,jeecg_order_customer,idcard,Identifier
2592319,sys_sms_template,template_name,Name
2592325,sys_sms_template,create_by,Name
2591900,jeecg_order_customer,update_by,Name
2591891,jeecg_order_customer,id,Identifier
2592190,sys_dict,description,FullText
2592188,sys_dict,dict_name,Name
2591912,jeecg_order_ticket,id,Identifier
2592194,sys_dict,update_by,Name
2591892,jeecg_order_customer,name,Name
2592323,sys_sms_template,template_test_json,Semistructured
2591916,jeecg_order_ticket,create_by,Name
2591896,jeecg_order_customer,telphone,Contact
2592192,sys_dict,create_by,Name
2591897,jeecg_order_customer,order_id,Identifier
2592187,sys_dict,id,Identifier
2592320,sys_sms_template,template_code,Identifier
2591918,jeecg_order_ticket,update_by,Name
2592291,sys_role,id,Identifier
2591913,jeecg_order_ticket,ticket_code,Identifier
2592293,sys_role,role_code,Category
2591893,jeecg_order_customer,sex,Boolean
2592327,sys_sms_template,update_by,Name
2591898,jeecg_order_customer,create_by,Name
2592322,sys_sms_template,template_content,FullText
2592318,sys_sms_template,id,Identifier
2592321,sys_sms_template,template_type,Numeric
2593718,post,titulo,Category
2593715,usuario,email,Contact
2593723,comentarios,texto,FullText
2594261,user,username,Name
2594262,user,password,Semistructured
2594266,post,title,Name
2594267,post,body,FullText
2594427,student,mother_name,Name
2594426,student,father_name,Name
2594423,student,first_name,Name
2594387,teacher,last_name,Name
2594384,teacher,teacher_id,Identifier
2594424,student,middle_name,Name
2594390,teacher,mother_name,Name
2594425,student,last_name,Name
2594422,student,student_id,Identifier
2594386,teacher,middle_name,Name
2594431,student,address,Location
2594392,teacher,address,Location
2594389,teacher,father_name,Name
2594385,teacher,first_name,Name
2594580,offices,addressline2,Location
2594578,offices,phone,Contact
2594554,employees,first_name,Name
2594605,products,productcode,Identifier
2594595,customers,country,Location
2594577,offices,city,Location
2594593,customers,state,Location
2594583,offices,postalcode,Identifier
2594625,productlines,htmldescription,FullText
2594559,departments,dept_name,Name
2594624,productlines,textdescription,Category
2594609,products,productvendor,Name
2594590,customers,addressline1,Location
2594584,offices,territory,Category
2594586,customers,customername,Name
2594582,offices,country,Location
2594558,departments,dept_no,Identifier
2594628,customer_details,cus_name,Name
2594581,offices,state,Location
2594594,customers,postalcode,Identifier
2594592,customers,city,Location
2594606,products,productname,Name
2594569,titles,title,Category
2594591,customers,addressline2,Location
2594632,account_details,name,Name
2594588,customers,contactfirstname,Name
2594564,dept_manager,dept_no,Identifier
2594589,customers,phone,Contact
2594608,products,productscale,Category
2594602,orders,status,Category
2594623,productlines,productline,Name
2594607,products,productline,Category
2594579,offices,addressline1,Location
2594576,offices,officecode,Identifier
2594561,dept_emp,dept_no,Category
2594603,orders,comments,FullText
2594587,customers,contactlastname,Name
2594619,orderdetails,productcode,Identifier
2594610,products,productdescription,FullText
2594555,employees,last_name,Name
2594615,payments,checknumber,Identifier
2594744,guest,firstname,Name
2594742,admin,password,Test
2594741,admin,username,Name
2594740,admin,name,Name
2594779,patrons,password,Test
2594776,patrons,first_name,Name
2594778,patrons,username,Name
2594783,`restaurants`,name,Name
2594784,`restaurants`,location,Location
2594777,patrons,last_name,Name
2594780,patrons,email,Contact
2594851,res_users,login,Name
2594903,ir_model_data,module,Category
2594900,ir_model_data,name,Identifier
2594922,res_company,name,Name
2594904,ir_model_data,model,Category
2594852,res_users,password,FullText
2595260,state,state_id,Location
2595269,dept,dname,Category
2595215,user,password,FullText
2595217,user,email,Contact
2595187,sc,sno,Test
2595216,user,phone,Contact
2595261,state,state_name,Location
2595270,dept,loc,Location
2595218,user,addr,Location
2595188,sc,cno,Test
2595214,user,username,Name
2595516,sys_user,id,Identifier
2595291,jeecg_order_customer,telphone,Contact
2595517,sys_user,username,Name
2595507,sys_role,role_code,Category
2595308,jeecg_order_ticket,ticket_code,Identifier
2595536,sys_user_role,user_id,Identifier
2595307,jeecg_order_ticket,id,Identifier
2595310,jeecg_order_ticket,order_id,Identifier
2595289,jeecg_order_customer,idcard,Identifier
2595286,jeecg_order_customer,id,Identifier
2595293,jeecg_order_customer,create_by,Name
2595288,jeecg_order_customer,sex,Category
2595287,jeecg_order_customer,name,Name
2595292,jeecg_order_customer,order_id,Identifier
2595505,sys_role,id,Identifier
2595311,jeecg_order_ticket,create_by,Name
2595537,sys_user_role,role_id,Identifier
2595558,the_loai,tl_ma,Identifier
2595556,tac_gia,tg_ma,Identifier
2595559,the_loai,tl_ten,Name
2595557,tac_gia,tg_ten,Name
2595629,booked_ticket,booked_seats,Numeric
2595680,`screen`,screen_name,Name
2595741,platos,p_tipo,Category
2595735,mozos,mo_nombreapellido,Name
2595739,platos,p_nombre,Name
2595740,platos,p_descripcion,FullText
2595736,mozos,mo_domicilio,Location
2595746,mesas,me_sector,Category
2596473,user,username,Name
2596478,post,title,FullText
2596474,user,password,Semistructured
2596479,post,body,FullText
2601757,medication,medname,Name
2601793,prescription,patientid,Identifier
2601755,room,roomtype,Category
2601774,nurse,nurselname,Name
2601802,appointments,appatient,Identifier
2601760,patient,ssn,Identifier
2601762,patient,patientlname,Name
2601766,patient,insurancename,Category
2601765,patient,phone,Contact
2601781,physician,physicianfname,Name
2601790,referrals,referralto,Category
2601789,referrals,reason,FullText
2601782,physician,physicianlname,Name
2601773,nurse,nursefname,Name
2601788,referrals,patientid,Identifier
2601761,patient,patientfname,Name
2601752,department,deptname,Category
2601759,medication,instructions,FullText
2601797,prescription,dose,FullText
2602221,angajati_rtu,email,Name
2602219,angajati_rtu,nume,Name
2602285,department,name,Category
2602291,employee,first_name,Name
2602292,employee,last_name,Name
2602287,roles,title,Name
2603454,child,lastname,Identifier
2603487,guardian,stateabrv,Category
2603489,guardian,photolocation,URL
2603488,guardian,zip,Location
2603478,guardian,guardian_id,Identifier
2603448,allowedconnections,family_id,Identifier
2603447,allowedconnections,child_id,Identifier
2603453,child,firstname,Name
2603482,guardian,phone,Contact
2603483,guardian,email,Contact
2603480,guardian,firstname,Name
2603452,child,child_id,Identifier
2603484,guardian,address1,Location
2603446,allowedconnections,guardian_id,Identifier
2603486,guardian,city,Location
2603481,guardian,lastname,Identifier
2603458,child,photolocation,Location
2603445,allowedconnections,allowance_id,Identifier
2603479,guardian,guardianpin,Identifier
2604358,`campaign`,campaignid,Identifier
2604350,`staff`,staff_status,Category
2604349,`staff`,staff_position,Category
2604347,`staff`,staff_email,Contact
2604344,`staff`,staff_lastname,Name
2604345,`staff`,staff_gender,Category
2604377,`invoice`,campaign_invoice,Identifier
2604376,`invoice`,totalcost,Numeric
2604366,`campaign`,campaign_client,Identifier
2604342,`staff`,staffid,Identifier
2604351,`staff`,supervisor_id,Identifier
2604359,`campaign`,campaignname,FullText
2604378,`invoice`,client_invoice,Identifier
2604360,`campaign`,campaigntheme,Category
2604343,`staff`,staff_firstname,Name
2604373,`invoice`,invoiceid,Identifier
2607480,product,pname,Name
2606736,test,b,Semistructured
2607116,computer_terms,comments,FullText
2607544,clstr_tst,d,Test
2607114,computer_terms,term,Name
2607173,toastable_heap,a,Test
2606971,pktable,ptest2,Test
2606982,inserttest,col3,FullText
2608333,ggg,b,Category
2606814,test1,b,Identifier
2607477,vendor,vname,Name
2607456,uctest,f3,Category
2607559,x,d,FullText
2608407,pxtest1,foobar,Category
2608332,ggg,a,Numeric
2606853,users,fname,Name
2607993,serialtest,f1,Category
2608391,gpd1,c1,Category
2608188,t1_join,name,FullText
2608365,pt_check,col1,Category
2607174,toastable_heap,b,Test
2607084,pslot,backlink,Identifier
2607474,customer,cname,Name
2607002,varchar_tbl,f1,Semistructured
2608291,csq_pullup,v,Test
2607115,computer_terms,category,Category
2606855,users,username,Name
2607475,customer,cloc,Location
2606854,users,lname,Name
2608421,region,r_name,Name
2606823,customers,c,Name
2607810,dnsdata,dnsname,URL
2607529,customers_test,name,Name
2608190,t2_join,name,Name
2608113,char_tbl,f1,Test
2607530,customers_test,device_model,Identifier
2607825,altable,b,Numeric
2608418,test_missing_target,c,FullText
2607076,wslot,roomno,Identifier
2607481,product,pcolor,Category
2608334,ggg,d,Test
2608422,region,r_comment,FullText
2607543,clstr_tst,c,Test
2608395,rq_product,pname,Name
2607082,pslot,pfname,Identifier
2608185,j1_tbl,t,Category
2607478,vendor,vloc,Location
2607536,char_strings_tbl,f1,FullText
2607325,dim1,code,Identifier
2607678,test_having,c,Test
2608485,rle_runtest,c2,Test
2607537,varchar_strings_tbl,f1,Test
2607075,wslot,slotname,Identifier
2607800,ds_2,month_id,DateTime
2607538,text_strings_tbl,f1,FullText
2607134,toastable_ao,b,FullText
2606827,foo,b,FullText
2608419,test_missing_target,d,Category
2608192,t3_join,name,FullText
2607326,dim1,t1,Test
2608396,rq_product,pcolor,Category
2607081,pslot,slotname,Identifier
2607673,update_test,c,Test
2608176,text_tbl,f1,FullText
2607333,malp,t,Test
2607133,toastable_ao,a,Test
2608288,csq_pullup,t,Test
2609021,crawler_history,media_id,Identifier
2609022,crawler_history,election_id,Identifier
2611368,metadataschemaregistry,short_id,Identifier
2611450,checksum_results,result_description,FullText
2611449,checksum_results,result_code,Category
2611344,epersongroup,name,Name
2611367,metadataschemaregistry,namespace,URL
2612160,trap,note,FullText
2612179,weapon_skill,note,FullText
2611790,etcitem,identified_name_id,Identifier
2612459,weapon,unidentified_name_id,Identifier
2611687,armor,identified_name_id,Identifier
2611791,etcitem,item_type,Category
2611778,town,name,Name
2612137,spawnlist_ub,location,Location
2612010,armor_set,sets,Identifier
2612046,house,location,Location
2612000,npcchat,chat_id4,Identifier
2612503,spawnlist_trap,note,FullText
2612316,beginner,item_name,FullText
2612317,beginner,activate,Category
2612001,npcchat,chat_id5,Identifier
2612247,polymorphs,name,Name
2612323,spawnlist_boss,location,Location
2612513,getback_restart,note,FullText
2611887,getback,note,FullText
2612414,castle,name,Name
2611991,npcaction,teleport_url,URL
2611739,spawnlist_npc,location,Location
2612167,trap,poisontype,Category
2611788,etcitem,name,Name
2611685,armor,name,Name
2611793,etcitem,material,Category
2611689,armor,material,Category
2611789,etcitem,unidentified_name_id,Identifier
2611792,etcitem,use_type,Category
2612460,weapon,identified_name_id,Identifier
2611894,skills,name,Name
2611854,mobgroup,note,FullText
2611686,armor,unidentified_name_id,Identifier
2611917,skills,nameid,Identifier
2611688,armor,type,Category
2612044,house,house_name,Name
2612310,drop_item,note,Category
2612009,armor_set,note,Category
2612324,spawnlist_boss,cycle_type,Category
2612220,ub_settings,ub_name,Name
2611852,dungeon,note,FullText
2611990,npcaction,caotic_action,Identifier
2612255,resolvent,note,FullText
2612158,commands,class_name,Identifier
2611970,mapids,locationname,Location
2611997,npcchat,chat_id1,Identifier
2611903,skills,target,Category
2611817,petitem,note,FullText
2612193,spawnlist,location,Location
2611995,npcchat,note,Location
2612461,weapon,type,Category
2612290,dungeon_random,note,FullText
2611999,npcchat,chat_id3,Identifier
2611989,npcaction,normal_action,Test
2612462,weapon,material,Category
2612458,weapon,name,Name
2612262,board_auction,location,Location
2612344,pettypes,name,Name
2612297,spawnlist_door,location,Location
2611945,mobskill,mobname,Name
2612156,commands,name,Name
2611992,npcaction,teleport_urla,URL
2612258,board_auction,house_name,Name
2612161,trap,type,Category
2611998,npcchat,chat_id2,Identifier
2612651,users,phone,Contact
2612653,users,email,Contact
2612652,users,pass_word,Identifier
2612654,users,gender,Category
2612655,users,nick_name,Name
2612849,product,name,Name
2612852,product,description,FullText
2612858,product_category,description,FullText
2612860,supplier,name,Name
2612857,product_category,department,Category
